0.00708,0.014
0.007082,0.014
0.007084,0.014
0.007086,0.016
0.007088,0.016
0.00709,0.018
0.007092,0.018
0.007094,0.016
0.007096,0.016
0.007098,0.016
0.0071,0.016
0.007102,0.018
0.007104,0.018
0.007106,0.016
0.007108,0.016
0.00711,0.016
0.007112,0.016
0.007114,0.016
0.007116,0.016
0.007118,0.018
0.00712,0.018
0.007122,0.018
0.007124,0.018
0.007126,0.016
0.007128,0.016
0.00713,0.016
0.007132,0.016
0.007134,0.02
0.007136,0.02
0.007138,0.018
0.00714,0.018
0.007142,0.016
0.007144,0.016
0.007146,0.018
0.007148,0.018
0.00715,0.016
0.007152,0.016
0.007154,0.018
0.007156,0.018
0.007158,0.016
0.00716,0.016
0.007162,0.016
0.007164,0.016
0.007166,0.016
0.007168,0.016
0.00717,0.018
0.007172,0.018
0.007174,0.018
0.007176,0.018
0.007178,0.018
0.00718,0.018
0.007182,0.016
0.007184,0.016
0.007186,0.018
0.007188,0.018
0.00719,0.018
0.007192,0.018
0.007194,0.018
0.007196,0.018
0.007198,0.018
0.0072,0.018
0.007202,0.018
0.007204,0.018
0.007206,0.018
0.007208,0.018
0.00721,0.018
0.007212,0.018
0.007214,0.018
0.007216,0.018
0.007218,0.02
0.00722,0.02
0.007222,0.02
0.007224,0.02
0.007226,0.02
0.007228,0.02
0.00723,0.018
0.007232,0.018
0.007234,0.018
0.007236,0.018
0.007238,0.016
0.00724,0.016
0.007242,0.018
0.007244,0.018
0.007246,0.018
0.007248,0.018
0.00725,0.018
0.007252,0.018
0.007254,0.018
0.007256,0.018
0.007258,0.018
0.00726,0.018
0.007262,0.018
0.007264,0.018
0.007266,0.02
0.007268,0.02
0.00727,0.02
0.007272,0.02
0.007274,0.018
0.007276,0.018
0.007278,0.018
0.00728,0.018
0.007282,0.016
0.007284,0.016
0.007286,0.022
0.007288,0.022
0.00729,0.018
0.007292,0.018
0.007294,0.02
0.007296,0.02
0.007298,0.02
0.0073,0.02
0.007302,0.02
0.007304,0.02
0.007306,0.02
0.007308,0.02
0.00731,0.018
0.007312,0.018
0.007314,0.02
0.007316,0.02
0.007318,0.02
0.00732,0.02
0.007322,0.018
0.007324,0.018
0.007326,0.018
0.007328,0.018
0.00733,0.018
0.007332,0.018
0.007334,0.02
0.007336,0.02
0.007338,0.022
0.00734,0.022
0.007342,0.018
0.007344,0.018
0.007346,0.018
0.007348,0.018
0.00735,0.02
0.007352,0.02
0.007354,0.02
0.007356,0.02
0.007358,0.02
0.00736,0.02
0.007362,0.022
0.007364,0.022
0.007366,0.022
0.007368,0.022
0.00737,0.02
0.007372,0.02
0.007374,0.018
0.007376,0.018
0.007378,0.02
0.00738,0.02
0.007382,0.022
0.007384,0.022
0.007386,0.02
0.007388,0.02
0.00739,0.022
0.007392,0.022
0.007394,0.022
0.007396,0.022
0.007398,0.022
0.0074,0.022
0.007402,0.02
0.007404,0.02
0.007406,0.022
0.007408,0.022
0.00741,0.022
0.007412,0.022
0.007414,0.018
0.007416,0.018
0.007418,0.018
0.00742,0.018
0.007422,0.02
0.007424,0.02
0.007426,0.02
0.007428,0.02
0.00743,0.022
0.007432,0.022
0.007434,0.022
0.007436,0.022
0.007438,0.024
0.00744,0.024
0.007442,0.02
0.007444,0.02
0.007446,0.02
0.007448,0.02
0.00745,0.024
0.007452,0.024
0.007454,0.022
0.007456,0.022
0.007458,0.02
0.00746,0.02
0.007462,0.022
0.007464,0.022
0.007466,0.022
0.007468,0.022
0.00747,0.022
0.007472,0.022
0.007474,0.024
0.007476,0.024
0.007478,0.022
0.00748,0.022
0.007482,0.022
0.007484,0.022
0.007486,0.022
0.007488,0.022
0.00749,0.024
0.007492,0.024
0.007494,0.022
0.007496,0.022
0.007498,0.024
0.0075,0.024
0.007502,0.024
0.007504,0.024
0.007506,0.024
0.007508,0.024
0.00751,0.024
0.007512,0.024
0.007514,0.024
0.007516,0.024
0.007518,0.022
0.00752,0.022
0.007522,0.024
0.007524,0.024
0.007526,0.022
0.007528,0.022
0.00753,0.022
0.007532,0.022
0.007534,0.024
0.007536,0.024
0.007538,0.024
0.00754,0.024
0.007542,0.024
0.007544,0.024
0.007546,0.024
0.007548,0.024
0.00755,0.022
0.007552,0.022
0.007554,0.026
0.007556,0.026
0.007558,0.024
0.00756,0.024
0.007562,0.026
0.007564,0.026
0.007566,0.024
0.007568,0.024
0.00757,0.026
0.007572,0.026
0.007574,0.022
0.007576,0.022
0.007578,0.024
0.00758,0.024
0.007582,0.024
0.007584,0.024
0.007586,0.03
0.007588,0.03
0.00759,0.026
0.007592,0.026
0.007594,0.024
0.007596,0.024
0.007598,0.024
0.0076,0.024
0.007602,0.024
0.007604,0.024
